412,Ngọc Hiển,Cà Mau,Cà Mau
453,Phú Tân,Cà Mau,Cà Mau
599,Thới Bình,Cà Mau,Cà Mau
632,Trần Văn Thời,Cà Mau,Cà Mau
653,U Minh,Cà Mau,Cà Mau
64,Bình Thủy,Cần Thơ,VN-CT
78,Cái Răng,Cần Thơ,VN-CT
136,Cờ Đỏ,Cần Thơ,VN-CT
428,Ninh Kiều,Cần Thơ,VN-CT
434,Ô Môn,Cần Thơ,VN-CT
439,Phong Điền,Cần Thơ,VN-CT
598,Thốt Nốt,Cần Thơ,VN-CT
600,Thới Lai,Cần Thơ,VN-CT
683,Vĩnh Thạnh,Cần Thơ,VN-CT
26,Bảo Lạc,Cao Bằng,Cao Bằng
27,Bảo Lâm,Cao Bằng,Cao Bằng
84,Cao Bằng,Cao Bằng,Cao Bằng
230,Hà Quảng,Cao Bằng,Cao Bằng
235,Hạ Lang,Cao Bằng,Cao Bằng
252,Hòa An,Cao Bằng,Cao Bằng
417,Nguyên Bình,Cao Bằng,Cao Bằng
466,Phục Hòa,Cao Bằng,Cao Bằng
482,Quảng Uyên,Cao Bằng,Cao Bằng
566,Thạch An,Cao Bằng,Cao Bằng
596,Thông Nông,Cao Bằng,Cao Bằng
623,Trà Lĩnh,Cao Bằng,Cao Bằng
636,Trùng Khánh,Cao Bằng,Cao Bằng
93,Cẩm Lệ,Đà Nẵng,VN-DN
239,Hải Châu,Đà Nẵng,VN-DN
256,Hòa Vang,Đà Nẵng,VN-DN
263,Hoàng Sa,Đà Nẵng,VN-DN
339,Liên Chiểu,Đà Nẵng,VN-DN
416,Ngũ Hành Sơn,Đà Nẵng,VN-DN
529,Sơn Trà,Đà Nẵng,VN-DN
580,Thanh Khê,Đà Nẵng,VN-DN
70,Buôn Đôn,Đắk Lắk,Đắk Lắk
71,Buôn Hồ,Đắk Lắk,Đắk Lắk
72,Buôn Ma Thuột,Đắk Lắk,Đắk Lắk
139,Cư Kuin,Đắk Lắk,Đắk Lắk
141,Cư M'gar,Đắk Lắk,Đắk Lắk
208,Ea H'leo,Đắk Lắk,Đắk Lắk
209,Ea Kar,Đắk Lắk,Đắk Lắk
210,Ea Súp,Đắk Lắk,Đắk Lắk
310,Krông Ana,Đắk Lắk,Đắk Lắk
311,Krông Bông,Đắk Lắk,Đắk Lắk
312,Krông Búk,Đắk Lắk,Đắk Lắk
313,Krông Năng,Đắk Lắk,Đắk Lắk
316,Krông Pắk,Đắk Lắk,Đắk Lắk
331,Lắk,Đắk Lắk,Đắk Lắk
363,M'Đrăk,Đắk Lắk,Đắk Lắk
717,Dac Lak,Đắk Lắk,Đắk Lắk
214,Gia Nghĩa,Đắk Nông,Dak Nong
643,Tuy Đức,Đắk Nông,Dak Nong
140,Cư Jút,Đắk Nông,Dak Nong
165,Đắk Glong,Đắk Nông,Dak Nong
167,Đắk Mil,Đắk Nông,Dak Nong
168,Đắk R'lấp,Đắk Nông,Dak Nong
169,Đăk Song,Đắk Nông,Dak Nong
314,Krông Nô,Đắk Nông,Dak Nong
176,Điện Biên,Điện Biên,Điện Biên
177,Điện Biên Đông,Điện Biên,Điện Biên
178,Điện Biên Phủ,Điện Biên,Điện Biên
375,Mường Ảng,Điện Biên,Điện Biên
376,Mường Chà,Điện Biên,Điện Biên
380,Mường Lay,Điện Biên,Điện Biên
381,Mường Nhé,Điện Biên,Điện Biên
400,Nậm Pồ,Điện Biên,Điện Biên
639,Tủa Chùa,Điện Biên,Điện Biên
640,Tuần Giáo,Điện Biên,Điện Biên
50,Biên Hòa,Đồng Nai,Đồng Nai
94,Cẩm Mỹ,Đồng Nai,Đồng Nai
181,Định Quán,Đồng Nai,Đồng Nai
343,Long Khánh,Đồng Nai,Đồng Nai
347,Long Thành,Đồng Nai,Đồng Nai
421,Nhơn Trạch,Đồng Nai,Đồng Nai
549,Tân Phú,Đồng Nai,Đồng Nai
597,Thống Nhất,Đồng Nai,Đồng Nai
629,Trảng Bom,Đồng Nai,Đồng Nai
676,Vĩnh Cửu,Đồng Nai,Đồng Nai
694,Xuân Lộc,Đồng Nai,Đồng Nai
85,Cao Lãnh,Đồng Tháp,Đồng Tháp
86,Cao Lãnh,Đồng Tháp,Đồng Tháp
109,Châu Thành,Đồng Tháp,Đồng Tháp
274,Hồng Ngự,Đồng Tháp,Đồng Tháp
275,Hồng Ngự,Đồng Tháp,Đồng Tháp
326,Lai Vung,Đồng Tháp,Đồng Tháp
335,Lấp Vò,Đồng Tháp,Đồng Tháp
507,Sa Đéc,Đồng Tháp,Đồng Tháp
536,Tam Nông,Đồng Tháp,Đồng Tháp
545,Tân Hồng,Đồng Tháp,Đồng Tháp
576,Thanh Bình,Đồng Tháp,Đồng Tháp
591,Tháp Mười,Đồng Tháp,Đồng Tháp
4,An Khê,Gia Lai,Gia Lai
11,Ayun Pa,Gia Lai,Gia Lai
127,Chư Păh,Gia Lai,Gia Lai
128,Chư Prông,Gia Lai,Gia Lai
129,Chư Pưh,Gia Lai,Gia Lai
130,Chư Sê,Gia Lai,Gia Lai
161,Đắk Đoa,Gia Lai,Gia Lai
162,Đak Pơ,Gia Lai,Gia Lai
201,Đức Cơ,Gia Lai,Gia Lai
286,Ia Grai,Gia Lai,Gia Lai
288,Ia Pa,Gia Lai,Gia Lai
289,KBang,Gia Lai,Gia Lai
309,Kông Chro,Gia Lai,Gia Lai
315,Krông Pa,Gia Lai,Gia Lai
362,Mang Yang,Gia Lai,Gia Lai
454,Phú Thiện,Gia Lai,Gia Lai
471,Pleiku,Gia Lai,Gia Lai
38,Bắc Mê,Hà Giang,Hà Giang
40,Bắc Quang,Hà Giang,Hà Giang
196,Đồng Văn,Hà Giang,Hà Giang
229,Hà Giang,Hà Giang,Hà Giang
264,Hoàng Su Phì,Hà Giang,Hà Giang
364,Mèo Vạc,Hà Giang,Hà Giang
474,Quản Bạ,Hà Giang,Hà Giang
475,Quang Bình,Hà Giang,Hà Giang
670,Vị Xuyên,Hà Giang,Hà Giang
693,Xín Mần,Hà Giang,Hà Giang
706,Yên Minh,Hà Giang,Hà Giang
58,Bình Lục,Hà Nam,Hà Nam
148,Duy Tiên,Hà Nam,Hà Nam
300,Kim Bảng,Hà Nam,Hà Nam
357,Lý Nhân,Hà Nam,Hà Nam
463,Phủ Lý,Hà Nam,Hà Nam
581,Thanh Liêm,Hà Nam,Hà Nam
15,Ba Đình,Hà Nội,VN-HN
19,Ba Vì,Hà Nội,VN-HN
44,Bắc Từ Liêm,Hà Nội,VN-HN
101,Cầu Giấy,Hà Nội,VN-HN
131,Chương Mỹ,Hà Nội,VN-HN
163,Đan Phượng,Hà Nội,VN-HN
185,Đông Anh,Hà Nội,VN-HN
199,Đống Đa,Hà Nội,VN-HN
212,Gia Lâm,Hà Nội,VN-HN
228,Hà Đông,Hà Nội,VN-HN
237,Hai Bà Trưng,Hà Nội,VN-HN
258,Hoài Đức,Hà Nội,VN-HN
260,Hoàn Kiếm,Hà Nội,VN-HN
261,Hoàng Mai,Hà Nội,VN-HN
340,Long Biên,Hà Nội,VN-HN
365,Mê Linh,Hà Nội,VN-HN
383,Mỹ Đức,Hà Nội,VN-HN
398,Nam Từ Liêm,Hà Nội,VN-HN
457,Phú Xuyên,Hà Nội,VN-HN
464,Phúc Thọ,Hà Nội,VN-HN
500,Quốc Oai,Hà Nội,VN-HN
513,Sóc Sơn,Hà Nội,VN-HN
526,Sơn Tây,Hà Nội,VN-HN
562,Tây Hồ,Hà Nội,VN-HN
569,Thạch Thất,Hà Nội,VN-HN
583,Thanh Oai,Hà Nội,VN-HN
586,Thanh Trì,Hà Nội,VN-HN
587,Thanh Xuân,Hà Nội,VN-HN
610,Thường Tín,Hà Nội,VN-HN
656,Ứng Hòa,Hà Nội,VN-HN
714,Hanoi,Hà Nội,VN-HN
718,Ha Tay,Hà Nội,VN-HN
82,Can Lộc,Hà Tĩnh,Hà Tĩnh
97,Cẩm Xuyên,Hà Tĩnh,Hà Tĩnh
206,Đức Thọ,Hà Tĩnh,Hà Tĩnh
232,Hà Tĩnh,Hà Tĩnh,Hà Tĩnh
273,Hồng Lĩnh,Hà Tĩnh,Hà Tĩnh
280,Hương Khê,Hà Tĩnh,Hà Tĩnh
281,Hương Sơn,Hà Tĩnh,Hà Tĩnh
317,Kỳ Anh,Hà Tĩnh,Hà Tĩnh
318,Kỳ Anh,Hà Tĩnh,Hà Tĩnh
350,Lộc Hà,Hà Tĩnh,Hà Tĩnh
407,Nghi Xuân,Hà Tĩnh,Hà Tĩnh
567,Thạch Hà,Hà Tĩnh,Hà Tĩnh
688,Vũ Quang,Hà Tĩnh,Hà Tĩnh
55,Bình Giang,Hải Dương,Hải Dương
91,Cẩm Giàng,Hải Dương,Hải Dương
119,Chí Linh,Hải Dương,Hải Dương
213,Gia Lộc,Hải Dương,Hải Dương
240,Hải Dương,Hải Dương,Hải Dương
304,Kim Thành,Hải Dương,Hải Dương
305,Kinh Môn,Hải Dương,Hải Dương
395,Nam Sách,Hải Dương,Hải Dương
425,Ninh Giang,Hải Dương,Hải Dương
578,Thanh Hà,Hải Dương,Hải Dương
582,Thanh Miện,Hải Dương,Hải Dương
650,Tứ Kỳ,Hải Dương,Hải Dương
3,An Dương,Hải Phòng,VN-HP
5,An Lão,Hải Phòng,VN-HP
24,Bạch Long Vĩ,Hải Phòng,VN-HP
89,Cát Hải,Hải Phòng,VN-HP
152,Dương Kinh,Hải Phòng,VN-HP
184,Đồ Sơn,Hải Phòng,VN-HP
238,Hải An,Hải Phòng,VN-HP
271,Hồng Bàng,Hải Phòng,VN-HP
296,Kiến An,Hải Phòng,VN-HP
297,Kiến Thụy,Hải Phòng,VN-HP
337,Lê Chân,Hải Phòng,VN-HP
415,Ngô Quyền,Hải Phòng,VN-HP
609,Thuỷ Nguyên,Hải Phòng,VN-HP
614,Tiên Lãng,Hải Phòng,VN-HP
674,Vĩnh Bảo,Hải Phòng,VN-HP
110,Châu Thành,Hậu Giang,Hậu Giang
117,Châu Thành A,Hậu Giang,Hậu Giang
344,Long Mỹ,Hậu Giang,Hậu Giang
345,Long Mỹ,Hậu Giang,Hậu Giang
403,Ngã Bảy,Hậu Giang,Hậu Giang
467,Phụng Hiệp,Hậu Giang,Hậu Giang
668,Vị Thanh,Hậu Giang,Hậu Giang
669,Vị Thủy,Hậu Giang,Hậu Giang
88,Cao Phong,Hòa Bình,Hòa Bình
155,Đà Bắc,Hòa Bình,Hòa Bình
254,Hòa Bình,Hòa Bình,Hòa Bình
301,Kim Bôi,Hòa Bình,Hòa Bình
319,Kỳ Sơn,Hòa Bình,Hòa Bình
323,Lạc Sơn,Hòa Bình,Hòa Bình
324,Lạc Thủy,Hòa Bình,Hòa Bình
355,Lương Sơn,Hòa Bình,Hòa Bình
359,Mai Châu,Hòa Bình,Hòa Bình
548,Tân Lạc,Hòa Bình,Hòa Bình
713,Yên Thủy,Hòa Bình,Hòa Bình
12,Ân Thi,Hưng Yên,Hưng Yên
279,Hưng Yên,Hưng Yên,Hưng Yên
293,Khoái Châu,Hưng Yên,Hưng Yên
302,Kim Động,Hưng Yên,Hưng Yên
384,Mỹ Hào,Hưng Yên,Hưng Yên
459,Phù Cừ,Hưng Yên,Hưng Yên
615,Tiên Lữ,Hưng Yên,Hưng Yên
660,Văn Giang,Hưng Yên,Hưng Yên
662,Văn Lâm,Hưng Yên,Hưng Yên
708,Yên Mỹ,Hưng Yên,Hưng Yên
79,Cam Lâm,Khánh Hòa,Khánh Hòa
81,Cam Ranh,Khánh Hòa,Khánh Hòa
146,Diên Khánh,Khánh Hòa,Khánh Hòa
291,Khánh Sơn,Khánh Hòa,Khánh Hòa
292,Khánh Vĩnh,Khánh Hòa,Khánh Hòa
418,Nha Trang,Khánh Hòa,Khánh Hòa
427,Ninh Hòa,Khánh Hòa,Khánh Hòa
638,Trường Sa,Khánh Hòa,Khánh Hòa
657,Vạn Ninh,Khánh Hòa,Khánh Hòa
2,An Biên,Kiên Giang,Kiên Giang
7,An Minh,Kiên Giang,Kiên Giang
111,Châu Thành,Kiên Giang,Kiên Giang
217,Giang Thành,Kiên Giang,Kiên Giang
220,Giồng Riềng,Kiên Giang,Kiên Giang
226,Gò Quao,Kiên Giang,Kiên Giang
231,Hà Tiên,Kiên Giang,Kiên Giang
268,Hòn Đất,Kiên Giang,Kiên Giang
294,Kiên Hải,Kiên Giang,Kiên Giang
295,Kiên Lương,Kiên Giang,Kiên Giang
450,Phú Quốc,Kiên Giang,Kiên Giang
506,Rạch Giá,Kiên Giang,Kiên Giang
544,Tân Hiệp,Kiên Giang,Kiên Giang
654,U Minh Thượng,Kiên Giang,Kiên Giang
684,Vĩnh Thuận,Kiên Giang,Kiên Giang
164,Đắk Glei,Kon Tum,Kon Tum
166,Đắk Hà,Kon Tum,Kon Tum
170,Đăk Tô,Kon Tum,Kon Tum
287,Ia H'Drai,Kon Tum,Kon Tum
306,Kon Plông,Kon Tum,Kon Tum
307,Kon Rẫy,Kon Tum,Kon Tum
308,Kon Tum,Kon Tum,Kon Tum
413,Ngọc Hồi,Kon Tum,Kon Tum
509,Sa Thầy,Kon Tum,Kon Tum
641,Tu Mơ Rông,Kon Tum,Kon Tum
325,Lai Châu,Lai Châu,Lai Châu
382,Mường Tè,Lai Châu,Lai Châu
401,Nậm Nhùn,Lai Châu,Lai Châu
440,Phong Thổ,Lai Châu,Lai Châu
512,Sìn Hồ,Lai Châu,Lai Châu
534,Tam Đường,Lai Châu,Lai Châu
558,Tân Uyên,Lai Châu,Lai Châu
574,Than Uyên,Lai Châu,Lai Châu
28,Bảo Lâm,Lâm Đồng,Lâm Đồng
29,Bảo Lộc,Lâm Đồng,Lâm Đồng
90,Cát Tiên,Lâm Đồng,Lâm Đồng
144,Di Linh,Lâm Đồng,Lâm Đồng
156,Đà Lạt,Lâm Đồng,Lâm Đồng
157,Đạ Huoai,Lâm Đồng,Lâm Đồng
158,Đạ Tẻh,Lâm Đồng,Lâm Đồng
173,Đam Rông,Lâm Đồng,Lâm Đồng
200,Đơn Dương,Lâm Đồng,Lâm Đồng
207,Đức Trọng,Lâm Đồng,Lâm Đồng
322,Lạc Dương,Lâm Đồng,Lâm Đồng
333,Lâm Hà,Lâm Đồng,Lâm Đồng
41,Bắc Sơn,Lạng Sơn,Lạng Sơn
54,Bình Gia,Lạng Sơn,Lạng Sơn
87,Cao Lộc,Lạng Sơn,Lạng Sơn
118,Chi Lăng,Lạng Sơn,Lạng Sơn
179,Đình Lập,Lạng Sơn,Lạng Sơn
285,Hữu Lũng,Lạng Sơn,Lạng Sơn
329,Lạng Sơn,Lạng Sơn,Lạng Sơn
349,Lộc Bình,Lạng Sơn,Lạng Sơn
627,Tràng Định,Lạng Sơn,Lạng Sơn
661,Vãn Lãng,Lạng Sơn,Lạng Sơn
663,Văn Quan,Lạng Sơn,Lạng Sơn
30,Bảo Thắng,Lào Cai,Lào Cai
31,Bảo Yên,Lào Cai,Lào Cai
32,Bát Xát,Lào Cai,Lào Cai
36,Bắc Hà,Lào Cai,Lào Cai
330,Lào Cai,Lào Cai,Lào Cai
377,Mường Khương,Lào Cai,Lào Cai
508,Sa Pa,Lào Cai,Lào Cai
511,Si Ma Cai,Lào Cai,Lào Cai
658,Văn Bàn,Lào Cai,Lào Cai
48,Bến Lức,Long An,Long An
98,Cần Đước,Long An,Long An
100,Cần Giuộc,Long An,Long An
112,Châu Thành,Long An,Long An
202,Đức Hòa,Long An,Long An
203,Đức Huệ,Long An,Long An
299,Kiến Tường,Long An,Long An
373,Mộc Hóa,Long An,Long An
539,Tân An,Long An,Long An
546,Tân Hưng,Long An,Long An
555,Tân Thạnh,Long An,Long An
556,Tân Trụ,Long An,Long An
588,Thạnh Hóa,Long An,Long An
603,Thủ Thừa,Long An,Long An
677,Vĩnh Hưng,Long An,Long An
218,Giao Thủy,Nam Định,Nam Định
242,Hải Hậu,Nam Định,Nam Định
385,Mỹ Lộc,Nam Định,Nam Định
392,Nam Định,Nam Định,Nam Định
397,Nam Trực,Nam Định,Nam Định
410,Nghĩa Hưng,Nam Định,Nam Định
637,Trực Ninh,Nam Định,Nam Định
690,Vụ Bản,Nam Định,Nam Định
695,Xuân Trường,Nam Định,Nam Định
697,Ý Yên,Nam Định,Nam Định
10,Anh Sơn,Nghệ An,Nghệ An
132,Con Cuông,Nghệ An,Nghệ An
142,Cửa Lò,Nghệ An,Nghệ An
147,Diễn Châu,Nghệ An,Nghệ An
183,Đô Lương,Nghệ An,Nghệ An
262,Hoàng Mai,Nghệ An,Nghệ An
278,Hưng Nguyên,Nghệ An,Nghệ An
320,Kỳ Sơn,Nghệ An,Nghệ An
391,Nam Đàn,Nghệ An,Nghệ An
406,Nghi Lộc,Nghệ An,Nghệ An
408,Nghĩa Đàn,Nghệ An,Nghệ An
496,Quế Phong,Nghệ An,Nghệ An
501,Quỳ Châu,Nghệ An,Nghệ An
502,Quỳ Hợp,Nghệ An,Nghệ An
503,Quỳnh Lưu,Nghệ An,Nghệ An
547,Tân Kỳ,Nghệ An,Nghệ An
571,Thái Hòa,Nghệ An,Nghệ An
577,Thanh Chương,Nghệ An,Nghệ An
652,Tương Dương,Nghệ An,Nghệ An
673,Vinh,Nghệ An,Nghệ An
711,Yên Thành,Nghệ An,Nghệ An
215,Gia Viễn,Ninh Bình,Ninh Bình
251,Hoa Lư,Ninh Bình,Ninh Bình
303,Kim Sơn,Ninh Bình,Ninh Bình
420,Nho Quan,Ninh Bình,Ninh Bình
424,Ninh Bình,Ninh Bình,Ninh Bình
533,Tam Điệp,Ninh Bình,Ninh Bình
703,Yên Khánh,Ninh Bình,Ninh Bình
707,Yên Mô,Ninh Bình,Ninh Bình
22,Bác Ái,Ninh Thuận,Ninh Thuận
426,Ninh Hải,Ninh Thuận,Ninh Thuận
429,Ninh Phước,Ninh Thuận,Ninh Thuận
430,Ninh Sơn,Ninh Thuận,Ninh Thuận
436,Phan Rang-Tháp Chàm,Ninh Thuận,Ninh Thuận
605,Thuận Bắc,Ninh Thuận,Ninh Thuận
607,Thuận Nam,Ninh Thuận,Ninh Thuận
92,Cẩm Khê,Phú Thọ,Phú Thọ
182,Đoan Hùng,Phú Thọ,Phú Thọ
234,Hạ Hòa,Phú Thọ,Phú Thọ
334,Lâm Thao,Phú Thọ,Phú Thọ
455,Phú Thọ,Phú Thọ,Phú Thọ
461,Phù Ninh,Phú Thọ,Phú Thọ
537,Tam Nông,Phú Thọ,Phú Thọ
553,Tân Sơn,Phú Thọ,Phú Thọ
575,Thanh Ba,Phú Thọ,Phú Thọ
584,Thanh Sơn,Phú Thọ,Phú Thọ
585,Thanh Thủy,Phú Thọ,Phú Thọ
671,Việt Trì,Phú Thọ,Phú Thọ
705,Yên Lập,Phú Thọ,Phú Thọ
189,Đông Hòa,Phú Yên,Phú Yên
198,Đồng Xuân,Phú Yên,Phú Yên
444,Phú Hòa,Phú Yên,Phú Yên
515,Sông Cầu,Phú Yên,Phú Yên
517,Sông Hinh,Phú Yên,Phú Yên
524,Sơn Hòa,Phú Yên,Phú Yên
561,Tây Hòa,Phú Yên,Phú Yên
642,Tuy An,Phú Yên,Phú Yên
644,Tuy Hòa,Phú Yên,Phú Yên
16,Ba Đồn,Quảng Bình,Quảng Bình
66,Bố Trạch,Quảng Bình,Quảng Bình
193,Đồng Hới,Quảng Bình,Quảng Bình
338,Lệ Thủy,Quảng Bình,Quảng Bình
366,Minh Hóa,Quảng Bình,Quảng Bình
478,Quảng Ninh,Quảng Bình,Quảng Bình
479,Quảng Trạch,Quảng Bình,Quảng Bình
647,Tuyên Hóa,Quảng Bình,Quảng Bình
43,Bắc Trà My,Quảng Nam,Quảng Nam
149,Duy Xuyên,Quảng Nam,Quảng Nam
159,Đại Lộc,Quảng Nam,Quảng Nam
175,Điện Bàn,Quảng Nam,Quảng Nam
186,Đông Giang,Quảng Nam,Quảng Nam
249,Hiệp Đức,Quảng Nam,Quảng Nam
270,Hội An,Quảng Nam,Quảng Nam
394,Nam Giang,Quảng Nam,Quảng Nam
396,Nam Trà My,Quảng Nam,Quảng Nam
432,Nông Sơn,Quảng Nam,Quảng Nam
433,Núi Thành,Quảng Nam,Quảng Nam
448,Phú Ninh,Quảng Nam,Quảng Nam
470,Phước Sơn,Quảng Nam,Quảng Nam
497,Quế Sơn,Quảng Nam,Quảng Nam
535,Tam Kỳ,Quảng Nam,Quảng Nam
560,Tây Giang,Quảng Nam,Quảng Nam
592,Thăng Bình,Quảng Nam,Quảng Nam
616,Tiên Phước,Quảng Nam,Quảng Nam
17,Ba Tơ,Quảng Ngãi,Quảng Ngãi
60,Bình Sơn,Quảng Ngãi,Quảng Ngãi
205,Đức Phổ,Quảng Ngãi,Quảng Ngãi
358,Lý Sơn,Quảng Ngãi,Quảng Ngãi
367,Minh Long,Quảng Ngãi,Quảng Ngãi
371,Mộ Đức,Quảng Ngãi,Quảng Ngãi
409,Nghĩa Hành,Quảng Ngãi,Quảng Ngãi
477,Quảng Ngãi,Quảng Ngãi,Quảng Ngãi
523,Sơn Hà,Quảng Ngãi,Quảng Ngãi
527,Sơn Tây,Quảng Ngãi,Quảng Ngãi
528,Sơn Tịnh,Quảng Ngãi,Quảng Ngãi
565,Tây Trà,Quảng Ngãi,Quảng Ngãi
621,Trà Bồng,Quảng Ngãi,Quảng Ngãi
649,Tư Nghĩa,Quảng Ngãi,Quảng Ngãi
14,Ba Chẽ,Quảng Ninh,Quảng Ninh
56,Bình Liêu,Quảng Ninh,Quảng Ninh
95,Cẩm Phả,Quảng Ninh,Quảng Ninh
133,Cô Tô,Quảng Ninh,Quảng Ninh
172,Đầm Hà,Quảng Ninh,Quảng Ninh
192,Đông Triều,Quảng Ninh,Quảng Ninh
236,Hạ Long,Quảng Ninh,Quảng Ninh
241,Hải Hà,Quảng Ninh,Quảng Ninh
265,Hoành Bồ,Quảng Ninh,Quảng Ninh
370,Móng Cái,Quảng Ninh,Quảng Ninh
481,Quảng Yên,Quảng Ninh,Quảng Ninh
617,Tiên Yên,Quảng Ninh,Quảng Ninh
655,Uông Bí,Quảng Ninh,Quảng Ninh
666,Vân Đồn,Quảng Ninh,Quảng Ninh
80,Cam Lộ,Quảng Trị,Quảng Trị
135,Cồn Cỏ,Quảng Trị,Quảng Trị
154,Đa Krông,Quảng Trị,Quảng Trị
